"Time","F1",
1,0.1,
1.01,0,
1.02,0.3,
1.03,0,
1.04,1.1,
1.05,0,
1.06,4.3,
1.07,0,
1.08,17.1,
1.09,0,
1.1,0,
1.11,32.8,
1.12,0,
1.13,0,
1.14,16.8,
1.15,0,
1.16,0,
1.17,17.2,
1.18,0,
1.19,0,
1.2,16.5,
1.21,0,
1.22,0,
1.23,8.5,
1.24,0,
1.25,9,
1.26,0,
1.27,8.7,
1.28,0,
1.29,8.9,
1.3,0,
1.31,9.1,
1.32,0,
1.33,9.3,
1.34,0,
1.35,9.5,
1.36,0,
1.37,9.7,
1.38,0,
1.39,9.9,
1.4,0,
1.41,10.1,
1.42,0,
1.43,0,
1.44,10.3,
1.45,0,
1.46,0,
1.47,10.5,
1.48,0,
1.49,0,
1.5,10.7,
1.51,0,
1.52,0,
1.53,10.9,
1.54,0,
1.55,0,
1.56,11.1,
1.57,0,
1.58,0,
1.59,11.3,
1.6,0,
1.61,0,
1.62,11.5,
1.63,0,
1.64,0,
1.65,11.7,
1.66,0,
1.67,0,
1.68,11.9,
1.69,0,
1.7,0,
1.71,12.1,
1.72,0,
1.73,0,
1.74,12.3,
1.75,0,
1.76,0,
1.77,12.5,
1.78,0,
1.79,0,
1.8,12.7,
1.81,0,
1.82,0,
1.83,12.9,
1.84,0,
1.85,0,
1.86,13.1,
1.87,0,
1.88,0,
1.89,13.3,
1.9,0,
1.91,0,
1.92,13.5,
1.93,0,
1.94,0,
1.95,13.7,
1.96,0,
1.97,0,
1.98,13.9,
1.99,0,
2,0,
2.01,14.1,
2.02,0,
2.03,0,
2.04,14.3,
2.05,0,
2.06,0,
2.07,14.5,
2.08,0,
2.09,0,
2.1,14.7,
2.11,0,
2.12,0,
2.13,14.9,
2.14,0,
2.15,0,
2.16,15.1,
2.17,0,
2.18,0,
2.19,15.3,
2.2,0,
2.21,0,
2.22,15.5,
2.23,0,
2.24,0,
2.25,15.7,
2.26,0,
2.27,0,
2.28,15.9,
2.29,0,
2.3,0,
2.31,16.1,
2.32,0,
2.33,0,
2.34,16.3,
2.35,0,
2.36,0,
2.37,16.5,
2.38,0,
2.39,0,
2.4,16.6,
2.41,0,
2.42,0,
2.43,8.3,
2.44,0,
2.45,8.4,
2.46,0,
2.47,8.5,
2.48,0,
2.49,8.7,
2.5,0,
2.51,8.9,
2.52,0,
2.53,9.1,
2.54,0,
2.55,9.3,
2.56,0,
2.57,9.5,
2.58,0,
2.59,9.7,
2.6,0,
2.61,9.9,
2.62,0,
2.63,10.1,
2.64,0,
2.65,0,
2.66,10.3,
2.67,0,
2.68,0,
2.69,10.5,
2.7,0,
2.71,0,
2.72,10.7,
2.73,0,
2.74,0,
2.75,10.9,
2.76,0,
2.77,0,
2.78,11.1,
2.79,0,
2.8,0,
2.81,11.3,
2.82,0,
2.83,0,
2.84,11.5,
2.85,0,
2.86,0,
2.87,11.7,
2.88,0,
2.89,0,
2.9,11.9,
2.91,0,
2.92,0,
2.93,12.1,
2.94,0,
2.95,0,
2.96,12.3,
2.97,0,
2.98,0,
2.99,12.5,
3,0,
3.01,0,
3.02,12.7,
3.03,0,
3.04,0,
3.05,12.9,
3.06,0,
3.07,0,
3.08,13.1,
3.09,0,
3.1,0,
3.11,13.3,
3.12,0,
3.13,0,
3.14,13.5,
3.15,0,
3.16,0,
3.17,13.7,
3.18,0,
3.19,0,
3.2,13.9,
3.21,0,
3.22,0,
3.23,14.1,
3.24,0,
3.25,0,
3.26,14.3,
3.27,0,
3.28,0,
3.29,14.5,
3.3,0,
3.31,0,
3.32,14.7,
3.33,0,
3.34,0,
3.35,14.9,
3.36,0,
3.37,0,
3.38,15.1,
3.39,0,
3.4,0,
3.41,15.3,
3.42,0,
3.43,0,
3.44,15.5,
3.45,0,
3.46,0,
3.47,15.7,
3.48,0,
3.49,0,
3.5,15.9,
3.51,0,
3.52,0,
3.53,16.1,
3.54,0,
3.55,0,
3.56,16.3,
3.57,0,
3.58,0,
3.59,16.5,
3.6,0,
3.61,0,
3.62,16.6,
3.63,0,
3.64,0,
3.65,8.3,
3.66,0,
3.67,8.4,
3.68,0,
3.69,8.5,
3.7,0,
3.71,8.7,
3.72,0,
3.73,8.9,
3.74,0,
3.75,9.1,
3.76,0,
3.77,9.3,
3.78,0,
3.79,9.5,
3.8,0,
3.81,9.7,
3.82,0,
3.83,9.9,
3.84,0,
3.85,10.1,
3.86,0,
3.87,0,
3.88,10.3,
3.89,0,
3.9,0,
3.91,10.5,
3.92,0,
3.93,0,
3.94,10.7,
3.95,0,
3.96,0,
3.97,10.9,
3.98,0,
3.99,0,
4,11.1,
4.01,0,
4.02,0,
4.03,11.3,
4.04,0,
4.05,0,
4.06,11.5,
4.07,0,
4.08,0,
4.09,11.7,
4.1,0,
4.11,0,
4.12,11.9,
4.13,0,
4.14,0,
4.15,12.1,
4.16,0,
4.17,0,
4.18,12.3,
4.19,0,
4.2,0,
4.21,12.5,
4.22,0,
4.23,0,
4.24,12.7,
4.25,0,
4.26,0,
4.27,12.9,
4.28,0,
4.29,0,
4.3,13.1,
4.31,0,
4.32,0,
4.33,13.3,
4.34,0,
4.35,0,
4.36,13.5,
4.37,0,
4.38,0,
4.39,13.7,
4.4,0,
4.41,0,
4.42,13.9,
4.43,0,
4.44,0,
4.45,14.1,
4.46,0,
4.47,0,
4.48,14.3,
4.49,0,
4.5,0,
4.51,14.5,
4.52,0,
4.53,0,
4.54,14.7,
4.55,0,
4.56,0,
4.57,14.9,
4.58,0,
4.59,0,
4.6,15.1,
4.61,0,
4.62,0,
4.63,15.3,
4.64,0,
4.65,0,
4.66,15.5,
4.67,0,
4.68,0,
4.69,15.7,
4.7,0,
4.71,0,
4.72,15.9,
4.73,0,
4.74,0,
4.75,16.1,
4.76,0,
4.77,0,
4.78,16.3,
4.79,0,
4.8,0,
4.81,16.5,
4.82,0,
4.83,0,
4.84,16.6,
4.85,0,
4.86,0,
4.87,8.3,
4.88,0,
4.89,8.4,
4.9,0,
4.91,8.5,
4.92,0,
4.93,8.7,
4.94,0,
4.95,8.9,
4.96,0,
4.97,9.1,
4.98,0,
4.99,9.3,
5,0,
5.01,9.5,
5.02,0,
5.03,9.7,
5.04,0,
5.05,9.9,
5.06,0,
5.07,10.1,
5.08,0,
5.09,0,
5.1,10.3,
5.11,0,
5.12,0,
5.13,10.5,
5.14,0,
5.15,0,
5.16,10.7,
5.17,0,
5.18,0,
5.19,10.9,
5.2,0,
5.21,0,
5.22,11.1,
5.23,0,
5.24,0,
5.25,11.3,
5.26,0,
5.27,0,
5.28,11.5,
5.29,0,
5.3,0,
5.31,11.7,
5.32,0,
5.33,0,
5.34,11.9,
5.35,0,
5.36,0,
5.37,12.1,
5.38,0,
5.39,0,
5.4,12.3,
5.41,0,
5.42,0,
5.43,12.5,
5.44,0,
5.45,0,
5.46,12.7,
5.47,0,
5.48,0,
5.49,12.9,
5.5,0,
5.51,0,
5.52,13.1,
5.53,0,
5.54,0,
5.55,13.3,
5.56,0,
5.57,0,
5.58,13.5,
5.59,0,
5.6,0,
5.61,13.7,
5.62,0,
5.63,0,
5.64,13.9,
5.65,0,
5.66,0,
5.67,14.1,
5.68,0,
5.69,0,
5.7,1.7,
